order_id,store_id,store_name,member_id,member_name,order_datetime,order_date,time_slot,weekday,people_count,dish_count,subtotal,discount_amount,total_amount,payment_method,promotion_id,promotion_name,order_status
O001096,S001,北京王府井店,,,2024-06-28 12:06:00,2024-06-28,12:00-14:00,Friday,3,3,709.38,0.0,709.38,微信支付,,,已完成
O001097,S005,杭州西湖店,,,2024-06-11 10:51:00,2024-06-11,10:00-12:00,Tuesday,2,5,297.51,0.0,297.51,现金,,,已取消
O001098,S002,上海南京路店,M00153,高二十153,2024-01-10 21:24:00,2024-01-10,20:00-22:00,Wednesday,1,6,438.44,0.0,438.44,支付宝,,,已完成
O001099,S006,成都春熙店,,,2024-06-17 18:18:00,2024-06-17,18:00-20:00,Monday,6,5,478.16,52.6,425.56,微信支付,P0011,夏日清凉11,已完成
O001100,S008,西安雁塔店,,,2024-06-16 10:10:00,2024-06-16,10:00-12:00,Sunday,4,4,309.0,0.0,309.0,会员余额,,,已取消
O001101,S004,深圳南山店,,,2024-01-04 21:45:00,2024-01-04,20:00-22:00,Thursday,6,3,350.94,0.0,350.94,现金,,,已完成
O001102,S003,广州天河店,M00168,林十八168,2024-02-27 19:12:00,2024-02-27,18:00-20:00,Tuesday,2,1,173.64,0.0,173.64,支付宝,,,已取消
O001103,S009,南京新街口店,M00094,刘二十五94,2024-01-19 18:18:00,2024-01-19,18:00-20:00,Friday,8,5,558.75,0.0,558.75,支付宝,,,已完成
O001104,S005,杭州西湖店,M00108,李二十二108,2024-03-27 17:43:00,2024-03-27,16:00-18:00,Wednesday,2,1,32.36,0.0,32.36,支付宝,,,已完成
O001105,S005,杭州西湖店,M00011,郑十一11,2024-06-11 13:43:00,2024-06-11,12:00-14:00,Tuesday,5,4,412.54,45.38,367.16,微信支付,P0011,夏日清凉11,已完成
O001106,S006,成都春熙店,M00076,赵六76,2024-04-12 20:47:00,2024-04-12,20:00-22:00,Friday,4,2,205.02,0.0,205.02,现金,,,已取消
O001107,S007,武汉江汉店,M00158,马二十一158,2024-03-09 12:47:00,2024-03-09,12:00-14:00,Saturday,4,4,364.01,0.0,364.01,支付宝,P0014,新店开业优惠14,已完成
O001108,S009,南京新街口店,M00132,张二十三132,2024-02-21 13:53:00,2024-02-21,12:00-14:00,Wednesday,8,1,36.96,0.0,36.96,会员余额,,,已取消
O001109,S006,成都春熙店,M00059,李四59,2024-01-02 18:02:00,2024-01-02,18:00-20:00,Tuesday,3,3,394.19,0.0,394.19,银行卡,,,已取消
O001110,S004,深圳南山店,M00049,刘二十五49,2024-03-12 16:14:00,2024-03-12,16:00-18:00,Tuesday,7,5,476.81,0.0,476.81,现金,,,已完成
O001111,S004,深圳南山店,M00027,郑十一27,2024-04-27 11:44:00,2024-04-27,10:00-12:00,Saturday,2,1,9.56,0.0,9.56,支付宝,,,已完成
O001112,S010,重庆解放碑店,,,2024-04-02 19:55:00,2024-04-02,18:00-20:00,Tuesday,6,2,252.1,0.0,252.1,会员余额,,,已完成
O001113,S006,成都春熙店,,,2024-02-17 17:27:00,2024-02-17,16:00-18:00,Saturday,3,3,303.06,33.34,269.72,银行卡,P0011,夏日清凉11,已取消
O001114,S001,北京王府井店,,,2024-02-03 19:43:00,2024-02-03,18:00-20:00,Saturday,4,3,280.49,0.0,280.49,银行卡,,,已完成
O001115,S005,杭州西湖店,,,2024-02-08 17:51:00,2024-02-08,16:00-18:00,Thursday,6,2,229.95,0.0,229.95,会员余额,,,已完成
O001116,S007,武汉江汉店,M00195,李四195,2024-03-17 14:35:00,2024-03-17,14:00-16:00,Sunday,4,1,204.21,0.0,204.21,微信支付,,,已完成
O001117,S006,成都春熙店,M00034,王十二34,2024-05-01 20:06:00,2024-05-01,20:00-22:00,Wednesday,1,3,392.25,0.0,392.25,支付宝,,,已完成
O001118,S004,深圳南山店,M00160,黄十六160,2024-02-01 15:55:00,2024-02-01,14:00-16:00,Thursday,6,5,367.5,38.0,329.5,支付宝,P0010,节日促销10,已取消
O001119,S003,广州天河店,M00124,黄十六124,2024-05-04 21:28:00,2024-05-04,20:00-22:00,Saturday,6,3,135.19,0.0,135.19,会员余额,,,已完成
O001120,S005,杭州西湖店,M00117,陈二十六117,2024-06-10 19:36:00,2024-06-10,18:00-20:00,Monday,6,1,29.6,3.26,26.34,微信支付,P0011,夏日清凉11,已完成
O001121,S008,西安雁塔店,,,2024-06-16 14:45:00,2024-06-16,14:00-16:00,Sunday,8,3,377.65,0.0,377.65,会员余额,P0013,节日促销13,已完成
O001122,S009,南京新街口店,,,2024-02-12 12:54:00,2024-02-12,12:00-14:00,Monday,7,6,470.34,38.0,432.34,支付宝,P0010,节日促销10,已完成
O001123,S008,西安雁塔店,M00073,赵六73,2024-01-25 11:59:00,2024-01-25,10:00-12:00,Thursday,2,1,32.36,0.0,32.36,微信支付,,,已完成
O001124,S002,上海南京路店,M00112,王二十四112,2024-06-07 12:05:00,2024-06-07,12:00-14:00,Friday,3,3,262.52,28.88,233.64,支付宝,P0011,夏日清凉11,已完成
O001125,S007,武汉江汉店,,,2024-05-14 12:01:00,2024-05-14,12:00-14:00,Tuesday,8,3,281.3,0.0,281.3,现金,,,已完成
O001126,S003,广州天河店,M00195,李四195,2024-06-27 18:11:00,2024-06-27,18:00-20:00,Thursday,6,6,750.71,0.0,750.71,支付宝,,,已完成
O001127,S004,深圳南山店,,,2024-05-18 13:51:00,2024-05-18,12:00-14:00,Saturday,3,4,348.15,0.0,348.15,微信支付,,,已完成
O001128,S010,重庆解放碑店,,,2024-03-14 17:34:00,2024-03-14,16:00-18:00,Thursday,4,4,413.08,45.44,367.64,会员余额,P0011,夏日清凉11,已完成
O001129,S005,杭州西湖店,M00074,朱十七74,2024-05-20 15:12:00,2024-05-20,14:00-16:00,Monday,7,4,414.02,0.0,414.02,银行卡,,,已完成
O001130,S008,西安雁塔店,M00006,孙八6,2024-03-08 11:27:00,2024-03-08,10:00-12:00,Friday,5,5,636.78,0.0,636.78,会员余额,,,已完成
O001131,S009,南京新街口店,,,2024-02-18 11:11:00,2024-02-18,10:00-12:00,Sunday,8,4,595.87,0.0,595.87,会员余额,,,已完成
O001132,S009,南京新街口店,,,2024-03-23 10:09:00,2024-03-23,10:00-12:00,Saturday,3,2,107.96,0.0,107.96,现金,,,已完成
O001133,S003,广州天河店,,,2024-01-03 13:05:00,2024-01-03,12:00-14:00,Wednesday,8,3,313.96,0.0,313.96,现金,,,已完成
O001134,S006,成都春熙店,M00041,王五41,2024-03-25 11:53:00,2024-03-25,10:00-12:00,Monday,4,3,394.75,0.0,394.75,微信支付,,,已完成
O001135,S005,杭州西湖店,M00025,张三25,2024-04-07 10:07:00,2024-04-07,10:00-12:00,Sunday,2,4,321.31,0.0,321.31,支付宝,P0013,节日促销13,已取消
O001136,S010,重庆解放碑店,M00127,刘十四127,2024-06-19 13:30:00,2024-06-19,12:00-14:00,Wednesday,2,3,224.62,24.71,199.91,微信支付,P0011,夏日清凉11,已完成
O001137,S010,重庆解放碑店,,,2024-05-03 20:19:00,2024-05-03,20:00-22:00,Friday,3,6,457.4,0.0,457.4,微信支付,P0014,新店开业优惠14,已完成
O001138,S001,北京王府井店,M00152,王十二152,2024-05-29 11:25:00,2024-05-29,10:00-12:00,Wednesday,3,1,146.28,0.0,146.28,会员余额,,,已完成
O001139,S004,深圳南山店,M00067,赵六67,2024-01-23 13:10:00,2024-01-23,12:00-14:00,Tuesday,3,3,175.7,19.33,156.37,现金,P0011,夏日清凉11,已取消
O001140,S002,上海南京路店,,,2024-01-28 12:31:00,2024-01-28,12:00-14:00,Sunday,6,6,386.24,38.0,348.24,银行卡,P0010,节日促销10,已完成
O001141,S004,深圳南山店,M00144,陈二十六144,2024-03-05 10:31:00,2024-03-05,10:00-12:00,Tuesday,6,5,576.56,0.0,576.56,支付宝,,,已完成
O001142,S001,北京王府井店,M00060,黄十六60,2024-03-11 19:58:00,2024-03-11,18:00-20:00,Monday,1,5,541.35,0.0,541.35,支付宝,,,已取消
O001143,S008,西安雁塔店,M00142,陈十三142,2024-04-07 21:11:00,2024-04-07,20:00-22:00,Sunday,7,3,179.8,0.0,179.8,会员余额,P0014,新店开业优惠14,已完成
O001144,S009,南京新街口店,M00080,朱十七80,2024-05-14 20:31:00,2024-05-14,20:00-22:00,Tuesday,2,3,344.25,0.0,344.25,现金,,,已完成
O001145,S007,武汉江汉店,,,2024-05-13 20:04:00,2024-05-13,20:00-22:00,Monday,8,2,164.93,0.0,164.93,微信支付,P0007,周末特惠7,已完成
O001146,S004,深圳南山店,M00109,周九109,2024-01-26 10:36:00,2024-01-26,10:00-12:00,Friday,1,4,476.97,0.0,476.97,现金,,,已完成
O001147,S004,深圳南山店,,,2024-02-26 19:45:00,2024-02-26,18:00-20:00,Monday,8,2,198.92,0.0,198.92,微信支付,P0014,新店开业优惠14,已完成
O001148,S003,广州天河店,M00150,朱十七150,2024-04-02 18:47:00,2024-04-02,18:00-20:00,Tuesday,1,3,273.1,0.0,273.1,会员余额,,,已完成
O001149,S010,重庆解放碑店,M00105,孙八105,2024-03-18 11:13:00,2024-03-18,10:00-12:00,Monday,3,6,521.9,0.0,521.9,会员余额,,,已取消
O001150,S005,杭州西湖店,,,2024-05-22 16:47:00,2024-05-22,16:00-18:00,Wednesday,2,3,411.54,0.0,411.54,银行卡,P0013,节日促销13,已完成
O001151,S010,重庆解放碑店,M00051,吴十51,2024-02-16 18:25:00,2024-02-16,18:00-20:00,Friday,6,5,488.76,53.76,435.0,现金,P0011,夏日清凉11,已完成
O001152,S002,上海南京路店,M00090,吴十90,2024-06-11 16:52:00,2024-06-11,16:00-18:00,Tuesday,8,5,511.09,0.0,511.09,支付宝,P0013,节日促销13,已完成
O001153,S010,重庆解放碑店,,,2024-04-11 10:46:00,2024-04-11,10:00-12:00,Thursday,5,1,63.03,0.0,63.03,支付宝,,,已完成
O001154,S003,广州天河店,M00020,陈二十六20,2024-03-17 13:13:00,2024-03-17,12:00-14:00,Sunday,1,6,700.8,0.0,700.8,微信支付,,,已完成
O001155,S008,西安雁塔店,,,2024-04-01 12:08:00,2024-04-01,12:00-14:00,Monday,2,2,67.43,0.0,67.43,现金,P0013,节日促销13,已取消
O001156,S002,上海南京路店,,,2024-04-12 19:58:00,2024-04-12,18:00-20:00,Friday,2,3,347.03,0.0,347.03,会员余额,,,已取消
O001157,S008,西安雁塔店,M00027,郑十一27,2024-06-13 14:02:00,2024-06-13,14:00-16:00,Thursday,7,1,29.07,0.0,29.07,支付宝,,,已完成
O001158,S002,上海南京路店,M00189,张二十三189,2024-01-31 13:47:00,2024-01-31,12:00-14:00,Wednesday,5,1,244.44,0.0,244.44,微信支付,P0013,节日促销13,已取消
O001159,S004,深圳南山店,M00078,刘十四78,2024-01-11 15:34:00,2024-01-11,14:00-16:00,Thursday,2,6,572.1,0.0,572.1,会员余额,,,已完成
O001160,S003,广州天河店,M00042,陈二十六42,2024-04-20 14:50:00,2024-04-20,14:00-16:00,Saturday,1,1,16.52,0.0,16.52,会员余额,,,已取消
O001161,S003,广州天河店,M00107,周九107,2024-04-12 14:05:00,2024-04-12,14:00-16:00,Friday,4,6,365.47,0.0,365.47,会员余额,,,已取消
O001162,S006,成都春熙店,,,2024-06-06 21:33:00,2024-06-06,20:00-22:00,Thursday,7,4,534.22,0.0,534.22,微信支付,,,已完成
